aid:2167, atitle:债券基金攻守兼备, tid:94, tname:趋势, sql:insert into article_tags values(2167,94)
aid:4301, atitle:运用上市公司高管交易信息辅助股指大势判断, tid:216, tname:股票价格, sql:insert into article_tags values(4301,216)
aid:4301, atitle:运用上市公司高管交易信息辅助股指大势判断, tid:448, tname:公司, sql:insert into article_tags values(4301,448)
aid:4301, atitle:运用上市公司高管交易信息辅助股指大势判断, tid:1050, tname:涨跌, sql:insert into article_tags values(4301,1050)
aid:4301, atitle:运用上市公司高管交易信息辅助股指大势判断, tid:1061, tname:反转, sql:insert into article_tags values(4301,1061)
aid:4301, atitle:运用上市公司高管交易信息辅助股指大势判断, tid:1092, tname:行情, sql:insert into article_tags values(4301,1092)
aid:4301, atitle:运用上市公司高管交易信息辅助股指大势判断, tid:1101, tname:反弹, sql:insert into article_tags values(4301,1101)
aid:4302, atitle:股指期货套期保值技巧：找准换月移仓时点, tid:8, tname:空头, sql:insert into article_tags values(4302,8)
aid:4302, atitle:股指期货套期保值技巧：找准换月移仓时点, tid:37, tname:卖空, sql:insert into article_tags values(4302,37)
aid:4302, atitle:股指期货套期保值技巧：找准换月移仓时点, tid:141, tname:套利, sql:insert into article_tags values(4302,141)
aid:4302, atitle:股指期货套期保值技巧：找准换月移仓时点, tid:339, tname:期货合约, sql:insert into article_tags values(4302,339)
aid:4302, atitle:股指期货套期保值技巧：找准换月移仓时点, tid:486, tname:资产, sql:insert into article_tags values(4302,486)
aid:4302, atitle:股指期货套期保值技巧：找准换月移仓时点, tid:1041, tname:套利, sql:insert into article_tags values(4302,1041)
aid:4302, atitle:股指期货套期保值技巧：找准换月移仓时点, tid:1049, tname:空头, sql:insert into article_tags values(4302,1049)
aid:4302, atitle:股指期货套期保值技巧：找准换月移仓时点, tid:1078, tname:卖空, sql:insert into article_tags values(4302,1078)
aid:4303, atitle:封闭式基金与期指套利检验：年化收益9.54%, tid:8, tname:空头, sql:insert into article_tags values(4303,8)
aid:4303, atitle:封闭式基金与期指套利检验：年化收益9.54%, tid:9, tname:涨跌, sql:insert into article_tags values(4303,9)
aid:4303, atitle:封闭式基金与期指套利检验：年化收益9.54%, tid:141, tname:套利, sql:insert into article_tags values(4303,141)
aid:4303, atitle:封闭式基金与期指套利检验：年化收益9.54%, tid:312, tname:封闭式基金, sql:insert into article_tags values(4303,312)
aid:4303, atitle:封闭式基金与期指套利检验：年化收益9.54%, tid:339, tname:期货合约, sql:insert into article_tags values(4303,339)
aid:4303, atitle:封闭式基金与期指套利检验：年化收益9.54%, tid:486, tname:资产, sql:insert into article_tags values(4303,486)
aid:4303, atitle:封闭式基金与期指套利检验：年化收益9.54%, tid:626, tname:基金交易, sql:insert into article_tags values(4303,626)
aid:4303, atitle:封闭式基金与期指套利检验：年化收益9.54%, tid:1041, tname:套利, sql:insert into article_tags values(4303,1041)
aid:4303, atitle:封闭式基金与期指套利检验：年化收益9.54%, tid:1049, tname:空头, sql:insert into article_tags values(4303,1049)
aid:4303, atitle:封闭式基金与期指套利检验：年化收益9.54%, tid:1050, tname:涨跌, sql:insert into article_tags values(4303,1050)
aid:4304, atitle:原油市场研究角度浅析, tid:18, tname:突破, sql:insert into article_tags values(4304,18)
aid:4304, atitle:原油市场研究角度浅析, tid:53, tname:牛市, sql:insert into article_tags values(4304,53)
aid:4304, atitle:原油市场研究角度浅析, tid:880, tname:货币政策, sql:insert into article_tags values(4304,880)
aid:4304, atitle:原油市场研究角度浅析, tid:1059, tname:突破, sql:insert into article_tags values(4304,1059)
aid:4304, atitle:原油市场研究角度浅析, tid:1094, tname:牛市, sql:insert into article_tags values(4304,1094)
aid:4305, atitle:突发事件下的逆向交易机会, tid:366, tname:金融市场, sql:insert into article_tags values(4305,366)
aid:4306, atitle:我的程序化交易尝试, tid:51, tname:行情, sql:insert into article_tags values(4306,51)
aid:4306, atitle:我的程序化交易尝试, tid:83, tname:K线, sql:insert into article_tags values(4306,83)
aid:4306, atitle:我的程序化交易尝试, tid:381, tname:利润, sql:insert into article_tags values(4306,381)
aid:4306, atitle:我的程序化交易尝试, tid:978, tname:K线, sql:insert into article_tags values(4306,978)
aid:4306, atitle:我的程序化交易尝试, tid:1092, tname:行情, sql:insert into article_tags values(4306,1092)
aid:4307, atitle:国泰君安期货：市场走向风向标如何炼成？, tid:7, tname:多头, sql:insert into article_tags values(4307,7)
aid:4307, atitle:国泰君安期货：市场走向风向标如何炼成？, tid:8, tname:空头, sql:insert into article_tags values(4307,8)
aid:4307, atitle:国泰君安期货：市场走向风向标如何炼成？, tid:9, tname:涨跌, sql:insert into article_tags values(4307,9)
aid:4307, atitle:国泰君安期货：市场走向风向标如何炼成？, tid:51, tname:行情, sql:insert into article_tags values(4307,51)
aid:4307, atitle:国泰君安期货：市场走向风向标如何炼成？, tid:165, tname:股票, sql:insert into article_tags values(4307,165)
aid:4307, atitle:国泰君安期货：市场走向风向标如何炼成？, tid:352, tname:证券, sql:insert into article_tags values(4307,352)
aid:4307, atitle:国泰君安期货：市场走向风向标如何炼成？, tid:448, tname:公司, sql:insert into article_tags values(4307,448)
aid:4307, atitle:国泰君安期货：市场走向风向标如何炼成？, tid:492, tname:证券公司, sql:insert into article_tags values(4307,492)
aid:4307, atitle:国泰君安期货：市场走向风向标如何炼成？, tid:649, tname:会员, sql:insert into article_tags values(4307,649)
aid:4307, atitle:国泰君安期货：市场走向风向标如何炼成？, tid:696, tname:验证, sql:insert into article_tags values(4307,696)
aid:4307, atitle:国泰君安期货：市场走向风向标如何炼成？, tid:1048, tname:多头, sql:insert into article_tags values(4307,1048)
aid:4307, atitle:国泰君安期货：市场走向风向标如何炼成？, tid:1049, tname:空头, sql:insert into article_tags values(4307,1049)
aid:4307, atitle:国泰君安期货：市场走向风向标如何炼成？, tid:1050, tname:涨跌, sql:insert into article_tags values(4307,1050)
aid:4307, atitle:国泰君安期货：市场走向风向标如何炼成？, tid:1092, tname:行情, sql:insert into article_tags values(4307,1092)
aid:4307, atitle:国泰君安期货：市场走向风向标如何炼成？, tid:1114, tname:证券公司, sql:insert into article_tags values(4307,1114)
aid:4308, atitle:关注期指的周日历效应, tid:141, tname:套利, sql:insert into article_tags values(4308,141)
aid:4308, atitle:关注期指的周日历效应, tid:165, tname:股票, sql:insert into article_tags values(4308,165)
aid:4308, atitle:关注期指的周日历效应, tid:366, tname:金融市场, sql:insert into article_tags values(4308,366)
aid:4308, atitle:关注期指的周日历效应, tid:1041, tname:套利, sql:insert into article_tags values(4308,1041)
aid:4309, atitle:高效选取重点行业大权重股应对股指小基差套利, tid:9, tname:涨跌, sql:insert into article_tags values(4309,9)
aid:4309, atitle:高效选取重点行业大权重股应对股指小基差套利, tid:31, tname:蓝筹股, sql:insert into article_tags values(4309,31)
aid:4309, atitle:高效选取重点行业大权重股应对股指小基差套利, tid:94, tname:趋势, sql:insert into article_tags values(4309,94)
aid:4309, atitle:高效选取重点行业大权重股应对股指小基差套利, tid:141, tname:套利, sql:insert into article_tags values(4309,141)
aid:4309, atitle:高效选取重点行业大权重股应对股指小基差套利, tid:165, tname:股票, sql:insert into article_tags values(4309,165)
aid:4309, atitle:高效选取重点行业大权重股应对股指小基差套利, tid:381, tname:利润, sql:insert into article_tags values(4309,381)
aid:4309, atitle:高效选取重点行业大权重股应对股指小基差套利, tid:844, tname:市盈率, sql:insert into article_tags values(4309,844)
aid:4309, atitle:高效选取重点行业大权重股应对股指小基差套利, tid:890, tname:行业, sql:insert into article_tags values(4309,890)
aid:4309, atitle:高效选取重点行业大权重股应对股指小基差套利, tid:945, tname:市盈率, sql:insert into article_tags values(4309,945)
aid:4309, atitle:高效选取重点行业大权重股应对股指小基差套利, tid:993, tname:趋势, sql:insert into article_tags values(4309,993)
aid:4309, atitle:高效选取重点行业大权重股应对股指小基差套利, tid:1041, tname:套利, sql:insert into article_tags values(4309,1041)
aid:4309, atitle:高效选取重点行业大权重股应对股指小基差套利, tid:1050, tname:涨跌, sql:insert into article_tags values(4309,1050)
aid:4309, atitle:高效选取重点行业大权重股应对股指小基差套利, tid:1072, tname:蓝筹股, sql:insert into article_tags values(4309,1072)
aid:4310, atitle:期指印证两会牛市行情预期 发现价格功能渐强, tid:9, tname:涨跌, sql:insert into article_tags values(4310,9)
aid:4310, atitle:期指印证两会牛市行情预期 发现价格功能渐强, tid:39, tname:利多, sql:insert into article_tags values(4310,39)
aid:4310, atitle:期指印证两会牛市行情预期 发现价格功能渐强, tid:51, tname:行情, sql:insert into article_tags values(4310,51)
aid:4310, atitle:期指印证两会牛市行情预期 发现价格功能渐强, tid:53, tname:牛市, sql:insert into article_tags values(4310,53)
aid:4310, atitle:期指印证两会牛市行情预期 发现价格功能渐强, tid:94, tname:趋势, sql:insert into article_tags values(4310,94)
aid:4310, atitle:期指印证两会牛市行情预期 发现价格功能渐强, tid:352, tname:证券, sql:insert into article_tags values(4310,352)
aid:4310, atitle:期指印证两会牛市行情预期 发现价格功能渐强, tid:865, tname:通货膨胀, sql:insert into article_tags values(4310,865)
aid:4310, atitle:期指印证两会牛市行情预期 发现价格功能渐强, tid:993, tname:趋势, sql:insert into article_tags values(4310,993)
aid:4310, atitle:期指印证两会牛市行情预期 发现价格功能渐强, tid:1050, tname:涨跌, sql:insert into article_tags values(4310,1050)
aid:4310, atitle:期指印证两会牛市行情预期 发现价格功能渐强, tid:1080, tname:利多, sql:insert into article_tags values(4310,1080)
aid:4310, atitle:期指印证两会牛市行情预期 发现价格功能渐强, tid:1092, tname:行情, sql:insert into article_tags values(4310,1092)
aid:4310, atitle:期指印证两会牛市行情预期 发现价格功能渐强, tid:1094, tname:牛市, sql:insert into article_tags values(4310,1094)
aid:4311, atitle:台湾股指期货程序化交易状况分析, tid:51, tname:行情, sql:insert into article_tags values(4311,51)
aid:4311, atitle:台湾股指期货程序化交易状况分析, tid:94, tname:趋势, sql:insert into article_tags values(4311,94)
aid:4311, atitle:台湾股指期货程序化交易状况分析, tid:993, tname:趋势, sql:insert into article_tags values(4311,993)
aid:4311, atitle:台湾股指期货程序化交易状况分析, tid:1092, tname:行情, sql:insert into article_tags values(4311,1092)
aid:4312, atitle:EMA和BBI指标的市场择时能力, tid:7, tname:多头, sql:insert into article_tags values(4312,7)
aid:4312, atitle:EMA和BBI指标的市场择时能力, tid:8, tname:空头, sql:insert into article_tags values(4312,8)
aid:4312, atitle:EMA和BBI指标的市场择时能力, tid:18, tname:突破, sql:insert into article_tags values(4312,18)
aid:4312, atitle:EMA和BBI指标的市场择时能力, tid:90, tname:日收盘价, sql:insert into article_tags values(4312,90)
aid:4312, atitle:EMA和BBI指标的市场择时能力, tid:94, tname:趋势, sql:insert into article_tags values(4312,94)
aid:4312, atitle:EMA和BBI指标的市场择时能力, tid:102, tname:移动平均线（MA）, sql:insert into article_tags values(4312,102)
aid:4312, atitle:EMA和BBI指标的市场择时能力, tid:339, tname:期货合约, sql:insert into article_tags values(4312,339)
aid:4312, atitle:EMA和BBI指标的市场择时能力, tid:486, tname:资产, sql:insert into article_tags values(4312,486)
aid:4312, atitle:EMA和BBI指标的市场择时能力, tid:831, tname:技术分析, sql:insert into article_tags values(4312,831)
aid:4312, atitle:EMA和BBI指标的市场择时能力, tid:983, tname:日收盘价, sql:insert into article_tags values(4312,983)
aid:4312, atitle:EMA和BBI指标的市场择时能力, tid:993, tname:趋势, sql:insert into article_tags values(4312,993)
aid:4312, atitle:EMA和BBI指标的市场择时能力, tid:1002, tname:移动平均线（MA）, sql:insert into article_tags values(4312,1002)
aid:4312, atitle:EMA和BBI指标的市场择时能力, tid:1048, tname:多头, sql:insert into article_tags values(4312,1048)
aid:4312, atitle:EMA和BBI指标的市场择时能力, tid:1049, tname:空头, sql:insert into article_tags values(4312,1049)
aid:4312, atitle:EMA和BBI指标的市场择时能力, tid:1059, tname:突破, sql:insert into article_tags values(4312,1059)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:3, tname:日最低价, sql:insert into article_tags values(4313,3)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:7, tname:多头, sql:insert into article_tags values(4313,7)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:20, tname:反转, sql:insert into article_tags values(4313,20)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:22, tname:底部, sql:insert into article_tags values(4313,22)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:43, tname:散户, sql:insert into article_tags values(4313,43)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:45, tname:出货, sql:insert into article_tags values(4313,45)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:51, tname:行情, sql:insert into article_tags values(4313,51)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:53, tname:牛市, sql:insert into article_tags values(4313,53)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:60, tname:反弹, sql:insert into article_tags values(4313,60)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:81, tname:波浪理论, sql:insert into article_tags values(4313,81)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:94, tname:趋势, sql:insert into article_tags values(4313,94)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:165, tname:股票, sql:insert into article_tags values(4313,165)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:366, tname:金融市场, sql:insert into article_tags values(4313,366)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:701, tname:集合竞价, sql:insert into article_tags values(4313,701)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:976, tname:波浪理论, sql:insert into article_tags values(4313,976)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:993, tname:趋势, sql:insert into article_tags values(4313,993)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:1044, tname:日最低价, sql:insert into article_tags values(4313,1044)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:1048, tname:多头, sql:insert into article_tags values(4313,1048)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:1061, tname:反转, sql:insert into article_tags values(4313,1061)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:1063, tname:底部, sql:insert into article_tags values(4313,1063)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:1084, tname:散户, sql:insert into article_tags values(4313,1084)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:1086, tname:出货, sql:insert into article_tags values(4313,1086)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:1092, tname:行情, sql:insert into article_tags values(4313,1092)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:1094, tname:牛市, sql:insert into article_tags values(4313,1094)
aid:4313, atitle:由上证指数开盘成交额探寻期指操盘策略, tid:1101, tname:反弹, sql:insert into article_tags values(4313,1101)
aid:4314, atitle:股指期现套利七对策, tid:9, tname:涨跌, sql:insert into article_tags values(4314,9)
aid:4314, atitle:股指期现套利七对策, tid:51, tname:行情, sql:insert into article_tags values(4314,51)
aid:4314, atitle:股指期现套利七对策, tid:141, tname:套利, sql:insert into article_tags values(4314,141)
aid:4314, atitle:股指期现套利七对策, tid:165, tname:股票, sql:insert into article_tags values(4314,165)
aid:4314, atitle:股指期现套利七对策, tid:378, tname:信用风险, sql:insert into article_tags values(4314,378)
aid:4314, atitle:股指期现套利七对策, tid:448, tname:公司, sql:insert into article_tags values(4314,448)
aid:4314, atitle:股指期现套利七对策, tid:791, tname:实时监控, sql:insert into article_tags values(4314,791)
aid:4314, atitle:股指期现套利七对策, tid:1041, tname:套利, sql:insert into article_tags values(4314,1041)
aid:4314, atitle:股指期现套利七对策, tid:1050, tname:涨跌, sql:insert into article_tags values(4314,1050)
aid:4314, atitle:股指期现套利七对策, tid:1092, tname:行情, sql:insert into article_tags values(4314,1092)
aid:4315, atitle:阿尔法策略魅力逐渐显现, tid:51, tname:行情, sql:insert into article_tags values(4315,51)
aid:4315, atitle:阿尔法策略魅力逐渐显现, tid:53, tname:牛市, sql:insert into article_tags values(4315,53)
aid:4315, atitle:阿尔法策略魅力逐渐显现, tid:141, tname:套利, sql:insert into article_tags values(4315,141)
aid:4315, atitle:阿尔法策略魅力逐渐显现, tid:165, tname:股票, sql:insert into article_tags values(4315,165)
aid:4315, atitle:阿尔法策略魅力逐渐显现, tid:352, tname:证券, sql:insert into article_tags values(4315,352)
aid:4315, atitle:阿尔法策略魅力逐渐显现, tid:448, tname:公司, sql:insert into article_tags values(4315,448)
aid:4315, atitle:阿尔法策略魅力逐渐显现, tid:486, tname:资产, sql:insert into article_tags values(4315,486)
aid:4315, atitle:阿尔法策略魅力逐渐显现, tid:498, tname:资产管理, sql:insert into article_tags values(4315,498)
aid:4315, atitle:阿尔法策略魅力逐渐显现, tid:858, tname:公司分析, sql:insert into article_tags values(4315,858)
aid:4315, atitle:阿尔法策略魅力逐渐显现, tid:1041, tname:套利, sql:insert into article_tags values(4315,1041)
aid:4315, atitle:阿尔法策略魅力逐渐显现, tid:1092, tname:行情, sql:insert into article_tags values(4315,1092)
aid:4315, atitle:阿尔法策略魅力逐渐显现, tid:1094, tname:牛市, sql:insert into article_tags values(4315,1094)
aid:4315, atitle:阿尔法策略魅力逐渐显现, tid:1120, tname:资产管理, sql:insert into article_tags values(4315,1120)
aid:4316, atitle:期指主力净空持仓为何是常态, tid:7, tname:多头, sql:insert into article_tags values(4316,7)
aid:4316, atitle:期指主力净空持仓为何是常态, tid:8, tname:空头, sql:insert into article_tags values(4316,8)
aid:4316, atitle:期指主力净空持仓为何是常态, tid:9, tname:涨跌, sql:insert into article_tags values(4316,9)
aid:4316, atitle:期指主力净空持仓为何是常态, tid:31, tname:蓝筹股, sql:insert into article_tags values(4316,31)
aid:4316, atitle:期指主力净空持仓为何是常态, tid:42, tname:大户, sql:insert into article_tags values(4316,42)
aid:4316, atitle:期指主力净空持仓为何是常态, tid:43, tname:散户, sql:insert into article_tags values(4316,43)
aid:4316, atitle:期指主力净空持仓为何是常态, tid:51, tname:行情, sql:insert into article_tags values(4316,51)
aid:4316, atitle:期指主力净空持仓为何是常态, tid:94, tname:趋势, sql:insert into article_tags values(4316,94)
aid:4316, atitle:期指主力净空持仓为何是常态, tid:141, tname:套利, sql:insert into article_tags values(4316,141)
aid:4316, atitle:期指主力净空持仓为何是常态, tid:165, tname:股票, sql:insert into article_tags values(4316,165)
aid:4316, atitle:期指主力净空持仓为何是常态, tid:993, tname:趋势, sql:insert into article_tags values(4316,993)
aid:4316, atitle:期指主力净空持仓为何是常态, tid:1041, tname:套利, sql:insert into article_tags values(4316,1041)
aid:4316, atitle:期指主力净空持仓为何是常态, tid:1048, tname:多头, sql:insert into article_tags values(4316,1048)
aid:4316, atitle:期指主力净空持仓为何是常态, tid:1049, tname:空头, sql:insert into article_tags values(4316,1049)
aid:4316, atitle:期指主力净空持仓为何是常态, tid:1050, tname:涨跌, sql:insert into article_tags values(4316,1050)
aid:4316, atitle:期指主力净空持仓为何是常态, tid:1072, tname:蓝筹股, sql:insert into article_tags values(4316,1072)
aid:4316, atitle:期指主力净空持仓为何是常态, tid:1083, tname:大户, sql:insert into article_tags values(4316,1083)
aid:4316, atitle:期指主力净空持仓为何是常态, tid:1084, tname:散户, sql:insert into article_tags values(4316,1084)
aid:4316, atitle:期指主力净空持仓为何是常态, tid:1092, tname:行情, sql:insert into article_tags values(4316,1092)
aid:4317, atitle:通过市场语言判断期指走势, tid:9, tname:涨跌, sql:insert into article_tags values(4317,9)
aid:4317, atitle:通过市场语言判断期指走势, tid:18, tname:突破, sql:insert into article_tags values(4317,18)
aid:4317, atitle:通过市场语言判断期指走势, tid:51, tname:行情, sql:insert into article_tags values(4317,51)
aid:4317, atitle:通过市场语言判断期指走势, tid:60, tname:反弹, sql:insert into article_tags values(4317,60)
aid:4317, atitle:通过市场语言判断期指走势, tid:83, tname:K线, sql:insert into article_tags values(4317,83)
aid:4317, atitle:通过市场语言判断期指走势, tid:94, tname:趋势, sql:insert into article_tags values(4317,94)
aid:4317, atitle:通过市场语言判断期指走势, tid:649, tname:会员, sql:insert into article_tags values(4317,649)
aid:4317, atitle:通过市场语言判断期指走势, tid:890, tname:行业, sql:insert into article_tags values(4317,890)
aid:4317, atitle:通过市场语言判断期指走势, tid:978, tname:K线, sql:insert into article_tags values(4317,978)
aid:4317, atitle:通过市场语言判断期指走势, tid:993, tname:趋势, sql:insert into article_tags values(4317,993)
aid:4317, atitle:通过市场语言判断期指走势, tid:1050, tname:涨跌, sql:insert into article_tags values(4317,1050)
aid:4317, atitle:通过市场语言判断期指走势, tid:1059, tname:突破, sql:insert into article_tags values(4317,1059)
aid:4317, atitle:通过市场语言判断期指走势, tid:1092, tname:行情, sql:insert into article_tags values(4317,1092)
aid:4317, atitle:通过市场语言判断期指走势, tid:1101, tname:反弹, sql:insert into article_tags values(4317,1101)
aid:4318, atitle:从期指日内波动率来看市场情绪变化, tid:51, tname:行情, sql:insert into article_tags values(4318,51)
aid:4318, atitle:从期指日内波动率来看市场情绪变化, tid:94, tname:趋势, sql:insert into article_tags values(4318,94)
aid:4318, atitle:从期指日内波动率来看市场情绪变化, tid:366, tname:金融市场, sql:insert into article_tags values(4318,366)
aid:4318, atitle:从期指日内波动率来看市场情绪变化, tid:486, tname:资产, sql:insert into article_tags values(4318,486)
aid:4318, atitle:从期指日内波动率来看市场情绪变化, tid:498, tname:资产管理, sql:insert into article_tags values(4318,498)
aid:4318, atitle:从期指日内波动率来看市场情绪变化, tid:993, tname:趋势, sql:insert into article_tags values(4318,993)
aid:4318, atitle:从期指日内波动率来看市场情绪变化, tid:1092, tname:行情, sql:insert into article_tags values(4318,1092)
aid:4318, atitle:从期指日内波动率来看市场情绪变化, tid:1120, tname:资产管理, sql:insert into article_tags values(4318,1120)
aid:4319, atitle:期现套利中技术、成本、风险、结构的约束因素, tid:37, tname:卖空, sql:insert into article_tags values(4319,37)
aid:4319, atitle:期现套利中技术、成本、风险、结构的约束因素, tid:141, tname:套利, sql:insert into article_tags values(4319,141)
aid:4319, atitle:期现套利中技术、成本、风险、结构的约束因素, tid:486, tname:资产, sql:insert into article_tags values(4319,486)
aid:4319, atitle:期现套利中技术、成本、风险、结构的约束因素, tid:711, tname:佣金, sql:insert into article_tags values(4319,711)
aid:4319, atitle:期现套利中技术、成本、风险、结构的约束因素, tid:1041, tname:套利, sql:insert into article_tags values(4319,1041)
aid:4319, atitle:期现套利中技术、成本、风险、结构的约束因素, tid:1078, tname:卖空, sql:insert into article_tags values(4319,1078)
aid:4320, atitle:基金可借股指期货缓解仓位恐高症, tid:9, tname:涨跌, sql:insert into article_tags values(4320,9)
aid:4320, atitle:基金可借股指期货缓解仓位恐高症, tid:43, tname:散户, sql:insert into article_tags values(4320,43)
aid:4320, atitle:基金可借股指期货缓解仓位恐高症, tid:51, tname:行情, sql:insert into article_tags values(4320,51)
aid:4320, atitle:基金可借股指期货缓解仓位恐高症, tid:60, tname:反弹, sql:insert into article_tags values(4320,60)
aid:4320, atitle:基金可借股指期货缓解仓位恐高症, tid:141, tname:套利, sql:insert into article_tags values(4320,141)
aid:4320, atitle:基金可借股指期货缓解仓位恐高症, tid:165, tname:股票, sql:insert into article_tags values(4320,165)
aid:4320, atitle:基金可借股指期货缓解仓位恐高症, tid:448, tname:公司, sql:insert into article_tags values(4320,448)
aid:4320, atitle:基金可借股指期货缓解仓位恐高症, tid:486, tname:资产, sql:insert into article_tags values(4320,486)
aid:4320, atitle:基金可借股指期货缓解仓位恐高症, tid:1041, tname:套利, sql:insert into article_tags values(4320,1041)
aid:4320, atitle:基金可借股指期货缓解仓位恐高症, tid:1050, tname:涨跌, sql:insert into article_tags values(4320,1050)
aid:4320, atitle:基金可借股指期货缓解仓位恐高症, tid:1084, tname:散户, sql:insert into article_tags values(4320,1084)
aid:4320, atitle:基金可借股指期货缓解仓位恐高症, tid:1092, tname:行情, sql:insert into article_tags values(4320,1092)
aid:4320, atitle:基金可借股指期货缓解仓位恐高症, tid:1101, tname:反弹, sql:insert into article_tags values(4320,1101)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:7, tname:多头, sql:insert into article_tags values(4321,7)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:8, tname:空头, sql:insert into article_tags values(4321,8)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:12, tname:开平, sql:insert into article_tags values(4321,12)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:37, tname:卖空, sql:insert into article_tags values(4321,37)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:51, tname:行情, sql:insert into article_tags values(4321,51)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:75, tname:日K线图, sql:insert into article_tags values(4321,75)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:83, tname:K线, sql:insert into article_tags values(4321,83)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:94, tname:趋势, sql:insert into article_tags values(4321,94)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:141, tname:套利, sql:insert into article_tags values(4321,141)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:339, tname:期货合约, sql:insert into article_tags values(4321,339)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:486, tname:资产, sql:insert into article_tags values(4321,486)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:696, tname:验证, sql:insert into article_tags values(4321,696)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:978, tname:K线, sql:insert into article_tags values(4321,978)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:979, tname:日K线图, sql:insert into article_tags values(4321,979)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:993, tname:趋势, sql:insert into article_tags values(4321,993)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:1041, tname:套利, sql:insert into article_tags values(4321,1041)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:1048, tname:多头, sql:insert into article_tags values(4321,1048)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:1049, tname:空头, sql:insert into article_tags values(4321,1049)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:1053, tname:开平, sql:insert into article_tags values(4321,1053)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:1078, tname:卖空, sql:insert into article_tags values(4321,1078)
aid:4321, atitle:捕捉期指主力移仓信号 把握短线盈利机会, tid:1092, tname:行情, sql:insert into article_tags values(4321,1092)
aid:4322, atitle:均线系统在股指期货中的运用, tid:7, tname:多头, sql:insert into article_tags values(4322,7)
aid:4322, atitle:均线系统在股指期货中的运用, tid:8, tname:空头, sql:insert into article_tags values(4322,8)
aid:4322, atitle:均线系统在股指期货中的运用, tid:18, tname:突破, sql:insert into article_tags values(4322,18)
aid:4322, atitle:均线系统在股指期货中的运用, tid:23, tname:头部, sql:insert into article_tags values(4322,23)
aid:4322, atitle:均线系统在股指期货中的运用, tid:34, tname:空头市场, sql:insert into article_tags values(4322,34)
aid:4322, atitle:均线系统在股指期货中的运用, tid:51, tname:行情, sql:insert into article_tags values(4322,51)
aid:4322, atitle:均线系统在股指期货中的运用, tid:83, tname:K线, sql:insert into article_tags values(4322,83)
aid:4322, atitle:均线系统在股指期货中的运用, tid:94, tname:趋势, sql:insert into article_tags values(4322,94)
